for 'dWlhclDHdFvDCCDfFq': len/2 = 9; dupchar=D; priosum now 30.
for 'LhZGDZhhwtDHMwDdHGhDjDpTzzPdzgTvcPvpSSpPrdrv': len/2 = 22; dupchar=d; priosum now 6273.
for 'jgHMjBLhwtZMHMHmJNNJNFlBqlBJNn': len/2 = 15; dupchar=B; priosum now 6301.
for 'bznSQggscgMcSTTfJbSQzQFwClMhmCmthClvMwFLwhZL': len/2 = 22; dupchar=M; priosum now 6340.
for 'BRWBPBVVPjPNVHpVqlqrvtwFqmmLqltZmL': len/2 = 17; dupchar=q; priosum now 6357.
for 'WDVddNHNvRgccgsDsgbT': len/2 = 10; dupchar=D; priosum now 6387.
for 'sNgnQLtLLLPPnsPpqdqjBclpGWjcWjBG': len/2 = 16; dupchar=p; priosum now 6403.
for 'rVCChSZhVrrwqVDVHSHmMjldGfJGfHddJGJlfGjGJj': len/2 = 21; dupchar=H; priosum now 6437.
for 'CVZmDvZCmmhFVVrCgTNbbnQFgbsqNqNQ': len/2 = 16; dupchar=F; priosum now 6469.
for 'WmMmSSfJNRRPfJRMRMtllCgdStgbgttgCdDd': len/2 = 18; dupchar=S; priosum now 6514.
for 'QGBrvzwBczlgqCtDbvDq': len/2 = 10; dupchar=v; priosum now 6536.
for 'QQpBGFrLQjQzGVVRNjPmNNWMbW': len/2 = 13; dupchar=j; priosum now 6546.
for 'gGljnJhnJtllpNVCHWcccdTdjdmB': len/2 = 14; dupchar=j; priosum now 6556.
for 'bLfSQDSMSHmBnwCB': len/2 = 8; dupchar=S; priosum now 6601.
for 'LFMDrbFfFQZQRzLZnbgtlsRGtltpgNhgPpPG': len/2 = 18; dupchar=R; priosum now 6645.
for 'cRThZZchCThtgTRhZTRtjWFjWNwqCjGmwFjqqffC': len/2 = 20; dupchar=C; priosum now 6674.
for 'DPDPGzPMHDbrpqjfwrjqmjmp': len/2 = 12; dupchar=r; priosum now 6692.
for 'JVHHDdVdVbvGMdnVdQVdDbHcRZllhRtgStRLThRSTcBTvc': len/2 = 23; dupchar=v; priosum now 6714.
for 'lQWPSBrrPZGgPglGssDfHnWsfDFHHvHh': len/2 = 16; dupchar=W; priosum now 6763.
for 'TDCqpttptJNLtwNpbwTqzqHshsvsMMFnmHMNfssmvmvf': len/2 = 22; dupchar=N; priosum now 6803.
for 'JCjqVpDtrBjQjrlj': len/2 = 8; dupchar=j; priosum now 6813.
for 'wFGWGpFLvCczNSWWsz': len/2 = 9; dupchar=W; priosum now 6862.
for 'tlfgtftjlbtHHlDBsBzmQQnsQDQsCn': len/2 = 15; dupchar=D; priosum now 6892.
for 'gjfrsVqVgPlfqhvLdvdwZhGq': len/2 = 12; dupchar=q; priosum now 6909.
for 'pHpZHBSvRvRCBBZCTMngRnWndnRmWcgg': len/2 = 16; dupchar=R; priosum now 6953.
for 'jsfrfrjJFDwDDMMggMCGWGcfmG': len/2 = 13; dupchar=f; priosum now 6959.
for 'qbCszCjtCjQsQrtZVBHBHvBvqLZvlp': len/2 = 15; dupchar=q; priosum now 6976.
for 'scFzsPScNgNPNgQzpttlCBCwpLrMLCrDdljLwq': len/2 = 19; dupchar=p; priosum now 6992.
for 'TjfGZZjVwMZwMLwr': len/2 = 8; dupchar=Z; priosum now 7044.
for 'vnGbWTvTmFRjQFQPsb': len/2 = 9; dupchar=b; priosum now 7046.
for 'bVLrzqrzJVgJbbtVrWJVgppcBCzBvdzwBCCBHDcBvc': len/2 = 21; dupchar=z; priosum now 7072.
for 'hflPQnMQmQSRlQMPNRTHwwHHHqpHpdfwdBCp': len/2 = 18; dupchar=f; priosum now 7078.
for 'hFhZMhqSNMNbrZgWWGWJjZ': len/2 = 11; dupchar=Z; priosum now 7130.
for 'NJsgNjJlMHQrwnRgSRPwrP': len/2 = 11; dupchar=g; priosum now 7137.
for 'tqpQtTFpFvbGpzTTWSrnSbrhwChCnRfrCf': len/2 = 17; dupchar=b; priosum now 7139.
for 'GtcvGqQpttzcqdFzWppDsZMJjBBsBJcBNmBjMsLJ': len/2 = 20; dupchar=c; priosum now 7142.
for 'lGfZGZhFfhdSWqmFFWSS': len/2 = 10; dupchar=F; priosum now 7174.
for 'wDRDPLcDnjtWbSmqrSCSLC': len/2 = 11; dupchar=L; priosum now 7212.
for 'MPwmtVnVMjztznHPgQhQfJfvvHHGggQZ': len/2 = 16; dupchar=H; priosum now 7246.
for 'llTspLllCHmLHHndldqHdlLQQPSBQczZSFDDQZSNGcGG': len/2 = 22; dupchar=L; priosum now 7284.
for 'jMhwvVrRjbRhFBZNGPcGNN': len/2 = 11; dupchar=h; priosum now 7292.
for 'wVtrrtRwrfrwftjVjwWvMrRpsqsnsHsBglslCmTsdWdHTd': len/2 = 23; dupchar=W; priosum now 7341.
for 'vPvmTGgDPRvGpDPGPqGHQnWJQJMBBzJBlBQWlHWl': len/2 = 20; dupchar=H; priosum now 7375.
for 'bfbwNsmwFdLjbfrrLsSfLNQtMllznBzJQZMQtMlZZnnF': len/2 = 22; dupchar=F; priosum now 7407.
for 'frssSscssNfScCjfSCwjsDmRDpGmDRDvvvVcvRDvRp': len/2 = 21; dupchar=c; priosum now 7410.
for 'LtlPZPjBTbWsWJVJVzdT': len/2 = 10; dupchar=T; priosum now 7456.
for 'nnprqhrqmzfrSrphqfCChVVGVDJWgSHHWgWsRDVHWd': len/2 = 21; dupchar=S; priosum now 7501.
for 'nrmppNqhcCrfMchcMCncqbzPZvlvlwbBNjPjtNjZjL': len/2 = 21; dupchar=N; priosum now 7541.
for 'FPWsFdSspVbbbtWVvl': len/2 = 9; dupchar=W; priosum now 7590.
for 'CCHnnfHHvCwtVMhzlzDllC': len/2 = 11; dupchar=C; priosum now 7619.
for 'LrGnjGfgfvcwfgrLrBjrBLgwdBTSRBFsRZdRsSqFFSFSSPPp': len/2 = 24; dupchar=B; priosum now 7647.
for 'whGCLqsrjgGhhGFqrCCFGCGzTRTZJcNnzlLTnznNHcnzTH': len/2 = 23; dupchar=L; priosum now 7685.
for 'ddvVmbfvdvVbDVQdvvdSzpNcnJzlzSRHNJpnJcSc': len/2 = 20; dupchar=S; priosum now 7730.
for 'BPdvfQdWtPDDPfDvDQVVPmbhssCGGMqgFCFMqGMWgMjrRw': len/2 = 23; dupchar=W; priosum now 7779.
for 'PSLbGmWPSPLQbMTPWGFWltthdDdrmBDHhdDdczzDRh': len/2 = 21; dupchar=m; priosum now 7792.
for 'VfCngVfgsZwCftrZdhcZrdNDzz': len/2 = 13; dupchar=Z; priosum now 7844.
for 'CjVJJJqnJwQhWPPLQlGj': len/2 = 10; dupchar=j; priosum now 7854.
for 'ntnnQmTQTQGVWGNGNNlClG': len/2 = 11; dupchar=G; priosum now 7887.
for 'jDffjMSvqjHzHHzwNVwNVcCddPVNdD': len/2 = 15; dupchar=D; priosum now 7917.
for 'ZszJsrrZMjsHqqvZJLRQCbTRQbJmThbt': len/2 = 16; dupchar=J; priosum now 7953.
for 'BgLHgFDsJNWgQgflWd': len/2 = 9; dupchar=g; priosum now 7960.
for 'mnVVcCHnCGRcVnZSjmlthftMQddlfhQctNfW': len/2 = 18; dupchar=c; priosum now 7963.
for 'qbSGqmHSTFprvpvTTL': len/2 = 9; dupchar=T; priosum now 8009.
for 'dvdTMvvpdLpTcSLvdLLMmhfFBftwCNhRwRNjtCTRCf': len/2 = 21; dupchar=T; priosum now 8055.
for 'lshQWgsgrHHqlFfRqFjRFfFwCB': len/2 = 13; dupchar=q; priosum now 8072.
for 'rsgHQbJbrsGHHlgQHgJrlHrPZdhdpMZGDSDpdPLcZhdvhZ': len/2 = 23; dupchar=G; priosum now 8105.
overall sum of item prios is 8105
